occ_code,title,observed_exposure,SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup,major_group_code
47-3016,Helpers--Roofers,0.0,47-3016.00,Helpers--Roofers,Construction and Extraction,True,False,2.0,30390.0,1400.0,72.0,,47-0000
47-4011,Construction and Building Inspectors,0.0481,47-4011.00,Construction and Building Inspectors,Construction and Extraction,True,True,3.0,59700.0,15800.0,63.0,,47-0000
47-4021,Elevator and Escalator Installers and Repairers,0.0,47-4021.00,Elevator Installers and Repairers,Construction and Extraction,True,False,3.0,79780.0,3500.0,39.0,,47-0000
47-4031,Fence Erectors,0.0,47-4031.00,Fence Erectors,Construction and Extraction,True,False,2.0,34800.0,4200.0,92.0,,47-0000
47-4041,Hazardous Materials Removal Workers,0.0,47-4041.00,Hazardous Materials Removal Workers,Construction and Extraction,True,True,3.0,42030.0,6600.0,53.0,,47-0000
47-4051,Highway Maintenance Workers,0.0,47-4051.00,Highway Maintenance Workers,Construction and Extraction,False,False,2.0,39690.0,18400.0,87.0,,47-0000
47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.0,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction,True,True,2.0,56930.0,1600.0,89.0,,47-0000
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,0.0,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction,True,False,1.0,38970.0,4000.0,83.0,,47-0000
47-5011,"Derrick Operators, Oil and Gas",0.0,47-5011.00,"Derrick Operators, Oil and Gas",Construction and Extraction,True,False,1.0,46120.0,2100.0,80.0,,47-0000
47-5012,"Rotary Drill Operators, Oil and Gas",0.0,47-5012.00,"Rotary Drill Operators, Oil and Gas",Construction and Extraction,True,False,2.0,53800.0,3200.0,53.0,,47-0000
47-5013,"Service Unit Operators, Oil and Gas",0.0,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",Construction and Extraction,True,True,2.0,47860.0,8700.0,93.0,,47-0000
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.0,,,,,,,,,,,47-0000
47-5023,"Earth Drillers, Except Oil and Gas",0.0,,,,,,,,,,,47-0000
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.0,,,,,,,,,,,47-0000
47-5041,Continuous Mining Machine Operators,0.0,47-5041.00,Continuous Mining Machine Operators,Construction and Extraction,False,True,2.0,54520.0,1900.0,54.0,,47-0000
47-5043,"Roof Bolters, Mining",0.0,,,,,,,,,,,47-0000
47-5044,"Loading and Moving Machine Operators, Underground Mining",0.0,,,,,,,,,,,47-0000
47-5051,"Rock Splitters, Quarry",0.0,47-5051.00,"Rock Splitters, Quarry",Construction and Extraction,False,False,1.0,34750.0,700.0,96.0,,47-0000
47-5071,"Roustabouts, Oil and Gas",0.0,47-5071.00,"Roustabouts, Oil and Gas",Construction and Extraction,True,False,1.0,37580.0,9100.0,68.0,,47-0000
47-5081,Helpers--Extraction Workers,0.0,47-5081.00,Helpers--Extraction Workers,Construction and Extraction,True,False,2.0,36350.0,2600.0,37.0,,47-0000
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.1015,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",False,True,3.0,66140.0,47500.0,0.3,,49-0000
49-2011,"Computer, Automated Teller, and Office Machine Repairers",0.1067,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair",False,False,3.0,38480.0,11900.0,74.0,,49-0000
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.0,49-2021.01,Radio Mechanics,"Installation, Maintenance, and Repair",False,False,3.0,54890.0,1600.0,-1.0,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-0000
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.0,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair",False,False,3.0,54890.0,1600.0,-1.0,,49-0000
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.0333,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",False,False,3.0,56100.0,23600.0,36.0,,49-0000
49-2091,Avionics Technicians,0.0,49-2091.00,Avionics Technicians,"Installation, Maintenance, and Repair",False,False,3.0,64140.0,1500.0,70.0,,49-0000
49-2092,"Electric Motor, Power Tool, and Related Repairers",0.0,49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair",False,False,3.0,42840.0,1900.0,76.0,,49-0000
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.0,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Installation, Maintenance, and Repair",False,False,3.0,60340.0,1000.0,91.0,,49-0000
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.0,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair",False,True,3.0,58110.0,5400.0,-1.0,,49-0000
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.0,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair",False,False,3.0,80200.0,2100.0,-1.0,,49-0000
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.0,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair",False,False,3.0,35590.0,800.0,61.0,,49-0000
49-2097,Audiovisual Equipment Installers and Repairers,0.0,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,"Installation, Maintenance, and Repair",False,False,3.0,38160.0,3300.0,65.0,,49-0000
49-2098,Security and Fire Alarm Systems Installers,0.0303,49-2098.00,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair",True,False,3.0,47190.0,10500.0,82.0,,49-0000
49-3011,Aircraft Mechanics and Service Technicians,0.0,49-3011.00,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair",False,False,3.0,62920.0,11800.0,71.0,,49-0000
49-3021,Automotive Body and Related Repairers,0.0,49-3021.00,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair",False,False,2.0,42730.0,16000.0,91.0,,49-0000
49-3022,Automotive Glass Installers and Repairers,0.0,49-3022.00,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair",False,False,2.0,34170.0,2100.0,55.0,,49-0000
49-3023,Automotive Service Technicians and Mechanics,0.0,49-3023.01,Automotive Master Mechanics,"Installation, Maintenance, and Repair",False,False,3.0,40710.0,74000.0,-1.0,Automotive Service Technicians and Mechanics,49-0000
49-3023,Automotive Service Technicians and Mechanics,0.0,49-3023.00,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",False,False,-1.0,40710.0,74000.0,59.0,,49-0000
49-3023,Automotive Service Technicians and Mechanics,0.0,49-3023.02,Automotive Specialty Technicians,"Installation, Maintenance, and Repair",False,True,3.0,40710.0,74000.0,-1.0,Automotive Service Technicians and Mechanics,49-0000
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,0.0,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair",False,True,3.0,47350.0,28400.0,73.0,,49-0000
49-3041,Farm Equipment Mechanics and Service Technicians,0.0,49-3041.00,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair",False,False,3.0,40630.0,4800.0,75.0,,49-0000
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",0.0,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair",False,False,3.0,51920.0,15800.0,40.0,,49-0000
49-3043,Rail Car Repairers,0.0,49-3043.00,Rail Car Repairers,"Installation, Maintenance, and Repair",False,False,2.0,56220.0,2600.0,88.0,,49-0000
49-3051,Motorboat Mechanics and Service Technicians,0.0,49-3051.00,Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair",False,False,3.0,40180.0,2700.0,66.0,,49-0000
49-3052,Motorcycle Mechanics,0.0,49-3052.00,Motorcycle Mechanics,"Installation, Maintenance, and Repair",True,False,3.0,36790.0,1900.0,79.0,,49-0000
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0.0,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair",False,False,2.0,35400.0,3800.0,93.0,,49-0000
49-3091,Bicycle Repairers,0.0,49-3091.00,Bicycle Repairers,"Installation, Maintenance, and Repair",True,False,2.0,28960.0,1500.0,94.0,,49-0000
49-3092,Recreational Vehicle Service Technicians,0.0,49-3092.00,Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair",True,False,2.0,38160.0,2000.0,59.0,,49-0000
49-3093,Tire Repairers and Changers,0.0,49-3093.00,Tire Repairers and Changers,"Installation, Maintenance, and Repair",False,False,2.0,27890.0,11400.0,70.0,,49-0000
49-9011,Mechanical Door Repairers,0.0,49-9011.00,Mechanical Door Repairers,"Installation, Maintenance, and Repair",True,False,2.0,41010.0,2300.0,91.0,,49-0000
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",0.0,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair",False,False,3.0,56070.0,4600.0,63.0,,49-0000
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.0191,49-9021.01,Heating and Air Conditioning Mechanics and Installers,"Installation, Maintenance, and Repair",True,True,3.0,47610.0,42800.0,-1.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-0000
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.0191,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair",True,False,-1.0,47610.0,42800.0,65.0,,49-0000
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.0191,49-9021.02,Refrigeration Mechanics and Installers,"Installation, Maintenance, and Repair",True,True,3.0,47610.0,42800.0,-1.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-0000
49-9031,Home Appliance Repairers,0.0,49-9031.00,Home Appliance Repairers,"Installation, Maintenance, and Repair",False,False,2.0,39270.0,4300.0,72.0,,49-0000
49-9041,Industrial Machinery Mechanics,0.0239,49-9041.00,Industrial Machinery Mechanics,"Installation, Maintenance, and Repair",False,True,3.0,52340.0,37800.0,67.0,,49-0000
49-9043,"Maintenance Workers, Machinery",0.0,49-9043.00,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair",False,False,3.0,47060.0,8000.0,86.0,,49-0000
49-9044,Millwrights,0.0,49-9044.00,Millwrights,"Installation, Maintenance, and Repair",True,True,2.0,55060.0,4400.0,59.0,,49-0000
49-9045,"Refractory Materials Repairers, Except Brickmasons",0.0,49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Installation, Maintenance, and Repair",False,False,2.0,52190.0,100.0,82.0,,49-0000
49-9051,Electrical Power-Line Installers and Repairers,0.0,49-9051.00,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair",True,True,3.0,70910.0,11400.0,10.0,,49-0000
49-9052,Telecommunications Line Installers and Repairers,0.0,49-9052.00,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair",False,False,2.0,58280.0,13900.0,49.0,,49-0000
49-9061,Camera and Photographic Equipment Repairers,0.0412,49-9061.00,Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair",False,False,3.0,40620.0,400.0,97.0,,49-0000
49-9062,Medical Equipment Repairers,0.0,49-9062.00,Medical Equipment Repairers,"Installation, Maintenance, and Repair",False,False,3.0,49210.0,6000.0,27.0,,49-0000
49-9063,Musical Instrument Repairers and Tuners,0.0,49-9063.00,Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair",False,False,3.0,36330.0,800.0,91.0,,49-0000
49-9064,Watch and Clock Repairers,0.0,49-9064.00,Watch Repairers,"Installation, Maintenance, and Repair",False,False,3.0,39910.0,200.0,99.0,,49-0000
49-9071,"Maintenance and Repair Workers, General",0.0,49-9071.00,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",True,True,3.0,38300.0,156900.0,64.0,,49-0000
49-9081,Wind Turbine Service Technicians,0.0,49-9081.00,Wind Turbine Service Technicians,"Installation, Maintenance, and Repair",True,True,3.0,54370.0,1300.0,-1.0,,49-0000
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.0,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair",False,False,2.0,34560.0,4300.0,94.0,,49-0000
49-9092,Commercial Divers,0.0,49-9092.00,Commercial Divers,"Installation, Maintenance, and Repair",True,False,3.0,49140.0,500.0,18.0,,49-0000
49-9094,Locksmiths and Safe Repairers,0.0,49-9094.00,Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair",False,False,2.0,41450.0,2100.0,77.0,,49-0000
49-9095,Manufactured Building and Mobile Home Installers,0.0,49-9095.00,Manufactured Building and Mobile Home Installers,"Installation, Maintenance, and Repair",False,False,2.0,32040.0,200.0,18.0,,49-0000
49-9096,Riggers,0.0,49-9096.00,Riggers,"Installation, Maintenance, and Repair",False,False,2.0,50370.0,2300.0,89.0,,49-0000
49-9097,Signal and Track Switch Repairers,0.0,49-9097.00,Signal and Track Switch Repairers,"Installation, Maintenance, and Repair",False,False,3.0,70490.0,900.0,90.0,,49-0000
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",0.0,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair",True,True,2.0,29450.0,15100.0,79.0,,49-0000
49-9099,"Installation, Maintenance, and Repair Workers, All Other",0.0,49-9099.01,Geothermal Technicians,"Installation, Maintenance, and Repair",False,True,2.0,39320.0,21300.0,-1.0,"Installation, Maintenance, and Repair Workers, All Other",49-0000
49-9099,"Installation, Maintenance, and Repair Workers, All Other",0.0,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other","Installation, Maintenance, and Repair",False,False,-1.0,39320.0,21300.0,50.0,,49-0000
51-1011,First-Line Supervisors of Production and Operating Workers,0.0,51-1011.00,First-Line Supervisors of Production and Operating Workers,Production,False,True,2.0,60420.0,65200.0,1.6,,51-0000
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.0494,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production,False,True,2.0,53340.0,2500.0,79.0,,51-0000
51-2021,"Coil Winders, Tapers, and Finishers",0.0,51-2021.00,"Coil Winders, Tapers, and Finishers",Production,False,False,2.0,34400.0,1000.0,73.0,,51-0000
51-2031,Engine and Other Machine Assemblers,0.0,51-2031.00,Engine and Other Machine Assemblers,Production,False,True,2.0,44380.0,4500.0,82.0,,51-0000
51-2041,Structural Metal Fabricators and Fitters,0.0,51-2041.00,Structural Metal Fabricators and Fitters,Production,False,True,3.0,39290.0,6600.0,41.0,,51-0000
51-2051,Fiberglass Laminators and Fabricators,0.0,,,,,,,,,,,51-0000
51-2061,Timing Device Assemblers and Adjusters,0.0392,,,,,,,,,,,51-0000
51-3011,Bakers,0.0,51-3011.00,Bakers,Production,False,False,2.0,26520.0,28100.0,89.0,,51-0000
51-3021,Butchers and Meat Cutters,0.0,51-3021.00,Butchers and Meat Cutters,Production,False,False,2.0,31580.0,17400.0,93.0,,51-0000
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.0,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Production,False,False,1.0,26950.0,20800.0,94.0,,51-0000
51-3023,Slaughterers and Meat Packers,0.0,51-3023.00,Slaughterers and Meat Packers,Production,False,False,2.0,28260.0,9900.0,60.0,,51-0000
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.0,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production,False,False,2.0,30840.0,2900.0,-1.0,,51-0000
51-3092,Food Batchmakers,0.0,51-3092.00,Food Batchmakers,Production,False,False,2.0,29720.0,24800.0,70.0,,51-0000
51-3093,Food Cooking Machine Operators and Tenders,0.0,51-3093.00,Food Cooking Machine Operators and Tenders,Production,False,False,2.0,30120.0,5700.0,61.0,,51-0000
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,35150.0,8300.0,91.0,,51-0000
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,38900.0,1200.0,93.0,,51-0000
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,38650.0,2100.0,83.0,,51-0000
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,True,2.0,34460.0,18600.0,78.0,,51-0000
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,True,2.0,38020.0,900.0,-1.0,,51-0000
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,34850.0,7400.0,-1.0,,51-0000
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,39180.0,2800.0,84.0,,51-0000
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,43590.0,1400.0,-1.0,,51-0000
51-4041,Machinists,0.0,51-4041.00,Machinists,Production,False,True,3.0,43630.0,41600.0,65.0,,51-0000
51-4051,Metal-Refining Furnace Operators and Tenders,0.0,51-4051.00,Metal-Refining Furnace Operators and Tenders,Production,False,False,2.0,41220.0,2000.0,88.0,,51-0000
51-4052,"Pourers and Casters, Metal",0.0,51-4052.00,"Pourers and Casters, Metal",Production,False,False,2.0,37730.0,700.0,87.0,,51-0000
51-4061,"Model Makers, Metal and Plastic",0.0,51-4061.00,"Model Makers, Metal and Plastic",Production,False,False,3.0,56130.0,500.0,93.0,,51-0000
51-4062,"Patternmakers, Metal and Plastic",0.0,51-4062.00,"Patternmakers, Metal and Plastic",Production,False,False,3.0,45840.0,200.0,90.0,,51-0000
51-4071,Foundry Mold and Coremakers,0.0,51-4071.00,Foundry Mold and Coremakers,Production,False,False,2.0,35430.0,1300.0,67.0,,51-0000
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,31480.0,15700.0,-1.0,,51-0000
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,35390.0,14700.0,-1.0,,51-0000
51-4111,Tool and Die Makers,0.0,51-4111.00,Tool and Die Makers,Production,False,False,3.0,52750.0,6700.0,84.0,,51-0000
51-4121,"Welders, Cutters, Solderers, and Brazers",0.0,51-4121.07,Solderers and Brazers,Production,False,True,2.0,41380.0,48800.0,-1.0,"Welders, Cutters, Solderers, and Brazers",51-0000
51-4121,"Welders, Cutters, Solderers, and Brazers",0.0,51-4121.06,"Welders, Cutters, and Welder Fitters",Production,False,True,3.0,41380.0,48800.0,-1.0,"Welders, Cutters, Solderers, and Brazers",51-0000
51-4121,"Welders, Cutters, Solderers, and Brazers",0.0,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Production,False,False,-1.0,41380.0,48800.0,94.0,,51-0000
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.0,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production,False,False,2.0,37670.0,3700.0,-1.0,,51-0000
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,37520.0,1700.0,-1.0,,51-0000
51-4192,"Layout Workers, Metal and Plastic",0.0,51-4192.00,"Layout Workers, Metal and Plastic",Production,False,False,2.0,47900.0,800.0,84.0,,51-0000
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2.0,32420.0,3600.0,-1.0,,51-0000
51-4194,"Tool Grinders, Filers, and Sharpeners",0.0,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Production,False,False,2.0,38140.0,1200.0,88.0,,51-0000
51-5111,Prepress Technicians and Workers,0.1018,51-5111.00,Prepress Technicians and Workers,Production,False,False,3.0,40410.0,2700.0,97.0,,51-0000
51-5112,Printing Press Operators,0.0,51-5112.00,Printing Press Operators,Production,False,False,3.0,36220.0,15800.0,83.0,,51-0000
51-5113,Print Binding and Finishing Workers,0.0,51-5113.00,Print Binding and Finishing Workers,Production,False,False,2.0,32890.0,5300.0,95.0,,51-0000
51-6011,Laundry and Dry-Cleaning Workers,0.0,51-6011.00,Laundry and Dry-Cleaning Workers,Production,False,False,1.0,23210.0,29000.0,71.0,,51-0000
51-6021,"Pressers, Textile, Garment, and Related Materials",0.0,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Production,False,False,1.0,23350.0,3300.0,81.0,,51-0000
51-6031,Sewing Machine Operators,0.0,51-6031.00,Sewing Machine Operators,Production,False,False,1.0,25030.0,14200.0,89.0,,51-0000
51-6041,Shoe and Leather Workers and Repairers,0.0,51-6041.00,Shoe and Leather Workers and Repairers,Production,False,False,2.0,28840.0,1400.0,52.0,,51-0000
51-6042,Shoe Machine Operators and Tenders,0.0,51-6042.00,Shoe Machine Operators and Tenders,Production,False,False,2.0,30430.0,500.0,97.0,,51-0000
51-6051,"Sewers, Hand",0.0,51-6051.00,"Sewers, Hand",Production,False,False,2.0,28650.0,1000.0,99.0,,51-0000
51-6052,"Tailors, Dressmakers, and Custom Sewers",0.0342,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Production,False,False,3.0,31000.0,4200.0,84.0,,51-0000
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,0.0211,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Production,False,False,2.0,28780.0,1000.0,97.0,,51-0000
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0.0152,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Production,False,False,2.0,28220.0,1000.0,95.0,,51-0000
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.032,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Production,False,False,2.0,29160.0,1800.0,73.0,,51-0000
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.0,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Production,False,False,2.0,28920.0,2400.0,-1.0,,51-0000
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.0,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Production,False,False,2.0,34200.0,2300.0,-1.0,,51-0000
51-6092,Fabric and Apparel Patternmakers,0.0,51-6092.00,Fabric and Apparel Patternmakers,Production,False,False,3.0,40560.0,600.0,0.5,,51-0000
51-6093,Upholsterers,0.0,51-6093.00,Upholsterers,Production,False,False,2.0,34480.0,4000.0,39.0,,51-0000
51-7011,Cabinetmakers and Bench Carpenters,0.0,51-7011.00,Cabinetmakers and Bench Carpenters,Production,False,False,2.0,34740.0,12000.0,92.0,,51-0000
51-7021,Furniture Finishers,0.0,51-7021.00,Furniture Finishers,Production,False,False,2.0,31950.0,2400.0,87.0,,51-0000
51-7031,"Model Makers, Wood",0.0,51-7031.00,"Model Makers, Wood",Production,False,False,3.0,53100.0,200.0,96.0,,51-0000
51-7032,"Patternmakers, Wood",0.0301,51-7032.00,"Patternmakers, Wood",Production,False,False,3.0,60940.0,200.0,91.0,,51-0000
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",0.0,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Production,False,False,2.0,29500.0,6200.0,86.0,,51-0000
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.0,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production,False,False,2.0,29730.0,11100.0,97.0,,51-0000
51-8011,Nuclear Power Reactor Operators,0.0,51-8011.00,Nuclear Power Reactor Operators,Production,False,True,3.0,94350.0,500.0,95.0,,51-0000
51-8012,Power Distributors and Dispatchers,0.0,51-8012.00,Power Distributors and Dispatchers,Production,False,True,3.0,86410.0,1000.0,64.0,,51-0000
51-8013,Power Plant Operators,0.0257,51-8013.00,Power Plant Operators,Production,False,True,2.0,79610.0,3000.0,85.0,,51-0000
51-8021,Stationary Engineers and Boiler Operators,0.0,51-8021.00,Stationary Engineers and Boiler Operators,Production,False,True,3.0,60440.0,3700.0,89.0,,51-0000
51-8031,Water and Wastewater Treatment Plant and System Operators,0.0,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Production,False,False,3.0,46780.0,10600.0,61.0,,51-0000
51-8091,Chemical Plant and System Operators,0.0,51-8091.00,Chemical Plant and System Operators,Production,False,True,2.0,62060.0,2800.0,85.0,,51-0000
51-8092,Gas Plant Operators,0.0723,51-8092.00,Gas Plant Operators,Production,False,False,3.0,71070.0,1500.0,78.0,,51-0000
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.0405,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,False,False,2.0,70860.0,4300.0,71.0,,51-0000
51-8099,"Plant and System Operators, All Other",0.0,51-8099.01,Biofuels Processing Technicians,Production,False,True,2.0,57100.0,1400.0,-1.0,"Plant and System Operators, All Other",51-0000
51-8099,"Plant and System Operators, All Other",0.0,51-8099.03,Biomass Plant Technicians,Production,False,True,2.0,57100.0,1400.0,-1.0,"Plant and System Operators, All Other",51-0000
51-8099,"Plant and System Operators, All Other",0.0,51-8099.04,Hydroelectric Plant Technicians,Production,False,True,3.0,57100.0,1400.0,-1.0,"Plant and System Operators, All Other",51-0000
51-8099,"Plant and System Operators, All Other",0.0,51-8099.02,Methane/Landfill Gas Generation System Technicians,Production,False,True,-1.0,57100.0,1400.0,-1.0,"Plant and System Operators, All Other",51-0000
51-8099,"Plant and System Operators, All Other",0.0,51-8099.00,"Plant and System Operators, All Other",Production,False,False,-1.0,57100.0,1400.0,86.0,,51-0000
51-9011,Chemical Equipment Operators and Tenders,0.0,51-9011.00,Chemical Equipment Operators and Tenders,Production,False,True,2.0,48770.0,9000.0,76.0,,51-0000
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.0,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production,False,True,2.0,40810.0,6100.0,-1.0,,51-0000
