occ_code,title,observed_exposure,SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup,major_group_code
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.0425,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Production,False,False,2.0,36400.0,3500.0,-1.0,,51-0000
51-9022,"Grinding and Polishing Workers, Hand",0.0,51-9022.00,"Grinding and Polishing Workers, Hand",Production,False,False,1.0,29550.0,2600.0,97.0,,51-0000
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",0.0,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Production,False,True,2.0,37210.0,14900.0,83.0,,51-0000
51-9031,"Cutters and Trimmers, Hand",0.0,51-9031.00,"Cutters and Trimmers, Hand",Production,False,False,1.0,29390.0,800.0,64.0,,51-0000
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.0321,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Production,False,False,2.0,34620.0,7300.0,86.0,,51-0000
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.0,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production,False,False,2.0,35120.0,7600.0,-1.0,,51-0000
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.0,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,False,False,2.0,39160.0,2400.0,37.0,,51-0000
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.0324,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,False,True,2.0,38250.0,54400.0,98.0,,51-0000
51-9071,Jewelers and Precious Stone and Metal Workers,0.0,51-9071.06,Gem and Diamond Workers,Production,False,False,3.0,39440.0,4400.0,-1.0,Jewelers and Precious Stone and Metal Workers,51-0000
51-9071,Jewelers and Precious Stone and Metal Workers,0.0,51-9071.01,Jewelers,Production,False,False,3.0,39440.0,4400.0,-1.0,Jewelers and Precious Stone and Metal Workers,51-0000
51-9071,Jewelers and Precious Stone and Metal Workers,0.0,51-9071.00,Jewelers and Precious Stone and Metal Workers,Production,False,False,-1.0,39440.0,4400.0,95.0,,51-0000
51-9071,Jewelers and Precious Stone and Metal Workers,0.0,51-9071.07,Precious Metal Workers,Production,False,False,3.0,39440.0,4400.0,-1.0,Jewelers and Precious Stone and Metal Workers,51-0000
51-9081,Dental Laboratory Technicians,0.0,51-9081.00,Dental Laboratory Technicians,Production,True,False,2.0,40440.0,5100.0,97.0,,51-0000
51-9082,Medical Appliance Technicians,0.0,51-9082.00,Medical Appliance Technicians,Production,True,False,3.0,39190.0,2200.0,45.0,,51-0000
51-9083,Ophthalmic Laboratory Technicians,0.0,51-9083.00,Ophthalmic Laboratory Technicians,Production,True,False,2.0,31830.0,4100.0,97.0,,51-0000
51-9111,Packaging and Filling Machine Operators and Tenders,0.0,51-9111.00,Packaging and Filling Machine Operators and Tenders,Production,False,False,2.0,30160.0,46700.0,98.0,,51-0000
51-9123,"Painting, Coating, and Decorating Workers",0.0,51-9123.00,"Painting, Coating, and Decorating Workers",Production,False,False,1.0,31050.0,1400.0,92.0,,51-0000
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.0,,,,,,,,,,,51-0000
51-9141,Semiconductor Processing Technicians,0.0,51-9141.00,Semiconductor Processors,Production,False,False,2.0,37270.0,2800.0,88.0,,51-0000
51-9151,Photographic Process Workers and Processing Machine Operators,0.0108,51-9151.00,Photographic Process Workers and Processing Machine Operators,Production,False,False,2.0,29180.0,2000.0,99.0,,51-0000
51-9161,Computer Numerically Controlled Tool Operators,0.0215,,,,,,,,,,,51-0000
51-9162,Computer Numerically Controlled Tool Programmers,0.1207,,,,,,,,,,,51-0000
51-9191,Adhesive Bonding Machine Operators and Tenders,0.0,51-9191.00,Adhesive Bonding Machine Operators and Tenders,Production,False,False,2.0,33820.0,2100.0,95.0,,51-0000
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.0,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production,False,False,2.0,30790.0,2800.0,-1.0,,51-0000
51-9193,Cooling and Freezing Equipment Operators and Tenders,0.0,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Production,False,False,2.0,32410.0,1100.0,93.0,,51-0000
51-9194,Etchers and Engravers,0.0,51-9194.00,Etchers and Engravers,Production,False,False,2.0,31330.0,1300.0,98.0,,51-0000
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",0.0,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Production,False,False,2.0,33340.0,5300.0,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic",51-0000
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",0.0,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Production,False,False,-1.0,33340.0,5300.0,90.0,,51-0000
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",0.0,51-9195.07,Molding and Casting Workers,Production,False,False,2.0,33340.0,5300.0,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic",51-0000
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",0.0,51-9195.05,"Potters, Manufacturing",Production,False,False,3.0,33340.0,5300.0,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic",51-0000
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",0.0,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Production,False,False,2.0,33340.0,5300.0,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic",51-0000
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",0.0,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Production,False,False,2.0,38730.0,9300.0,67.0,,51-0000
51-9197,Tire Builders,0.0,51-9197.00,Tire Builders,Production,False,False,2.0,46630.0,2200.0,94.0,,51-0000
51-9198,Helpers--Production Workers,0.0393,51-9198.00,Helpers--Production Workers,Production,True,False,2.0,27730.0,57700.0,66.0,,51-0000
53-1041,Aircraft Cargo Handling Supervisors,0.0,,,,,,,,,,,53-0000
53-2011,"Airline Pilots, Copilots, and Flight Engineers",0.0,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Transportation and Material Moving,False,False,4.0,140340.0,9100.0,18.0,,53-0000
53-2012,Commercial Pilots,0.0,53-2012.00,Commercial Pilots,Transportation and Material Moving,True,False,3.0,82240.0,4600.0,55.0,,53-0000
53-2021,Air Traffic Controllers,0.0,53-2021.00,Air Traffic Controllers,Transportation and Material Moving,False,False,3.0,124540.0,2300.0,11.0,,53-0000
53-2022,Airfield Operations Specialists,0.0476,53-2022.00,Airfield Operations Specialists,Transportation and Material Moving,True,False,3.0,52200.0,1100.0,71.0,,53-0000
53-2031,Flight Attendants,0.0913,53-2031.00,Flight Attendants,Transportation and Material Moving,True,False,3.0,56000.0,15300.0,35.0,,53-0000
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.0,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation and Material Moving,True,False,2.0,25750.0,2700.0,25.0,,53-0000
53-3031,Driver/Sales Workers,0.0281,53-3031.00,Driver/Sales Workers,Transportation and Material Moving,False,False,2.0,24700.0,48800.0,98.0,,53-0000
53-3032,Heavy and Tractor-Trailer Truck Drivers,0.0,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,True,True,2.0,43680.0,238400.0,79.0,,53-0000
53-3033,Light Truck Drivers,0.0,53-3033.00,Light Truck or Delivery Services Drivers,Transportation and Material Moving,True,False,2.0,32810.0,120700.0,69.0,,53-0000
53-3051,"Bus Drivers, School",0.0,,,,,,,,,,,53-0000
53-3052,"Bus Drivers, Transit and Intercity",0.0,,,,,,,,,,,53-0000
53-3053,Shuttle Drivers and Chauffeurs,0.0,,,,,,,,,,,53-0000
53-3054,Taxi Drivers,0.0,,,,,,,,,,,53-0000
53-4011,Locomotive Engineers,0.0,53-4011.00,Locomotive Engineers,Transportation and Material Moving,False,True,2.0,62100.0,2900.0,96.0,,53-0000
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.0,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Transportation and Material Moving,False,False,2.0,52630.0,500.0,91.0,,53-0000
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.0,,,,,,,,,,,53-0000
53-4031,Railroad Conductors and Yardmasters,0.0,53-4031.00,Railroad Conductors and Yardmasters,Transportation and Material Moving,False,True,2.0,62930.0,3700.0,83.0,,53-0000
53-4041,Subway and Streetcar Operators,0.0,53-4041.00,Subway and Streetcar Operators,Transportation and Material Moving,False,False,2.0,68170.0,1000.0,86.0,,53-0000
53-5011,Sailors and Marine Oilers,0.0,53-5011.00,Sailors and Marine Oilers,Transportation and Material Moving,False,False,2.0,40900.0,4000.0,83.0,,53-0000
53-5021,"Captains, Mates, and Pilots of Water Vessels",0.0,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Transportation and Material Moving,False,False,-1.0,69180.0,3600.0,27.0,,53-0000
53-5021,"Captains, Mates, and Pilots of Water Vessels",0.0,53-5021.02,"Mates- Ship, Boat, and Barge",Transportation and Material Moving,False,False,2.0,69180.0,3600.0,-1.0,"Captains, Mates, and Pilots of Water Vessels",53-0000
53-5021,"Captains, Mates, and Pilots of Water Vessels",0.0,53-5021.03,"Pilots, Ship",Transportation and Material Moving,False,False,3.0,69180.0,3600.0,-1.0,"Captains, Mates, and Pilots of Water Vessels",53-0000
53-5021,"Captains, Mates, and Pilots of Water Vessels",0.0,53-5021.01,Ship and Boat Captains,Transportation and Material Moving,False,False,3.0,69180.0,3600.0,-1.0,"Captains, Mates, and Pilots of Water Vessels",53-0000
53-5022,Motorboat Operators,0.0,53-5022.00,Motorboat Operators,Transportation and Material Moving,False,False,2.0,50290.0,300.0,62.0,,53-0000
53-5031,Ship Engineers,0.0,53-5031.00,Ship Engineers,Transportation and Material Moving,False,False,3.0,71130.0,1100.0,4.0,,53-0000
53-6011,Bridge and Lock Tenders,0.0,53-6011.00,Bridge and Lock Tenders,Transportation and Material Moving,False,False,1.0,50320.0,400.0,97.0,,53-0000
53-6021,Parking Attendants,0.0,53-6021.00,Parking Lot Attendants,Transportation and Material Moving,False,False,2.0,23870.0,23000.0,87.0,,53-0000
53-6031,Automotive and Watercraft Service Attendants,0.0,53-6031.00,Automotive and Watercraft Service Attendants,Transportation and Material Moving,False,False,2.0,24200.0,18000.0,83.0,,53-0000
53-6041,Traffic Technicians,0.0,53-6041.00,Traffic Technicians,Transportation and Material Moving,False,False,3.0,46570.0,900.0,90.0,,53-0000
53-6051,Transportation Inspectors,0.0,53-6051.01,Aviation Inspectors,Transportation and Material Moving,False,False,3.0,73780.0,3300.0,-1.0,Transportation Inspectors,53-0000
53-6051,Transportation Inspectors,0.0,53-6051.08,Freight and Cargo Inspectors,Transportation and Material Moving,False,False,4.0,73780.0,3300.0,-1.0,Transportation Inspectors,53-0000
53-6051,Transportation Inspectors,0.0,53-6051.00,Transportation Inspectors,Transportation and Material Moving,False,False,-1.0,73780.0,3300.0,90.0,,53-0000
53-6051,Transportation Inspectors,0.0,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation and Material Moving,False,True,2.0,73780.0,3300.0,-1.0,Transportation Inspectors,53-0000
53-6061,Passenger Attendants,0.1169,53-6061.00,"Transportation Attendants, Except Flight Attendants",Transportation and Material Moving,False,False,2.0,26760.0,3600.0,75.0,,53-0000
53-7011,Conveyor Operators and Tenders,0.0,53-7011.00,Conveyor Operators and Tenders,Transportation and Material Moving,False,False,1.0,32980.0,2700.0,93.0,,53-0000
53-7021,Crane and Tower Operators,0.0,53-7021.00,Crane and Tower Operators,Transportation and Material Moving,False,False,3.0,54140.0,5800.0,90.0,,53-0000
53-7031,Dredge Operators,0.0,53-7031.00,Dredge Operators,Transportation and Material Moving,False,False,2.0,45260.0,200.0,92.0,,53-0000
53-7041,Hoist and Winch Operators,0.0,53-7041.00,Hoist and Winch Operators,Transportation and Material Moving,False,False,2.0,45490.0,400.0,65.0,,53-0000
53-7051,Industrial Truck and Tractor Operators,0.0,53-7051.00,Industrial Truck and Tractor Operators,Transportation and Material Moving,False,True,2.0,34750.0,73400.0,93.0,,53-0000
53-7061,Cleaners of Vehicles and Equipment,0.0,53-7061.00,Cleaners of Vehicles and Equipment,Transportation and Material Moving,False,False,2.0,24530.0,63700.0,37.0,,53-0000
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0.0,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,True,True,2.0,28260.0,434700.0,85.0,,53-0000
53-7063,Machine Feeders and Offbearers,0.0,53-7063.00,Machine Feeders and Offbearers,Transportation and Material Moving,False,False,2.0,29560.0,8800.0,93.0,,53-0000
53-7064,"Packers and Packagers, Hand",0.0,53-7064.00,"Packers and Packagers, Hand",Transportation and Material Moving,False,False,2.0,24580.0,93000.0,38.0,,53-0000
53-7065,Stockers and Order Fillers,0.0,,,,,,,,,,,53-0000
53-7071,Gas Compressor and Gas Pumping Station Operators,0.0,53-7071.00,Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving,False,False,2.0,65210.0,400.0,91.0,,53-0000
53-7072,"Pump Operators, Except Wellhead Pumpers",0.0,53-7072.00,"Pump Operators, Except Wellhead Pumpers",Transportation and Material Moving,True,False,2.0,44380.0,1600.0,90.0,,53-0000
53-7073,Wellhead Pumpers,0.0,53-7073.00,Wellhead Pumpers,Transportation and Material Moving,False,False,2.0,53490.0,1700.0,84.0,,53-0000
53-7081,Refuse and Recyclable Material Collectors,0.0,53-7081.00,Refuse and Recyclable Material Collectors,Transportation and Material Moving,True,True,2.0,37260.0,20200.0,93.0,,53-0000
53-7121,"Tank Car, Truck, and Ship Loaders",0.0,53-7121.00,"Tank Car, Truck, and Ship Loaders",Transportation and Material Moving,False,False,2.0,38220.0,1200.0,72.0,,53-0000
